0,Fri Sep 17 07:03:24 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 07:04:34 2021,none,545.26866958
,datetime,position,amount
0,Fri Sep 17 07:18:55 2021,buy,-
,datetime,position,amount
0,Fri Sep 17 08:18:16 2021,none,561.43159048
,datetime,position,amount
0,Fri Sep 17 10:18:46 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 16:57:29 2021,none,584.44167286
,datetime,position,amount
0,Fri Sep 17 17:07:59 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 19:24:21 2021,none,645.32288751
,datetime,position,amount
0,Fri Sep 17 19:28:42 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 19:33:52 2021,none,647.80565811
,datetime,position,amount
0,Fri Sep 17 19:35:12 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 19:37:23 2021,none,653.79389002
,datetime,position,amount
0,Fri Sep 17 20:11:46 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 20:14:56 2021,none,654.33218885
,datetime,position,amount
0,Fri Sep 17 20:16:16 2021,sell,-
,datetime,position,amount
0,Fri Sep 17 21:04:30 2021,none,687.87162482
,datetime,position,amount
0,Fri Sep 17 21:18:52 2021,sell,-
,datetime,position,amount
0,Sun Sep 19 12:53:28 2021,none,702.27744446
,datetime,position,amount
0,Sun Sep 19 14:13:04 2021,sell,-
,datetime,position,amount
0,Sun Sep 19 20:49:03 2021,none,790.26777803
,datetime,position,amount
0,Sun Sep 19 20:50:23 2021,sell,-
,datetime,position,amount
0,Sun Sep 19 20:51:33 2021,none,801.93005516
,datetime,position,amount
0,Sun Sep 19 20:55:54 2021,sell,-
,datetime,position,amount
0,Sun Sep 19 20:58:04 2021,none,804.34184248
,datetime,position,amount
0,Sun Sep 19 21:11:34 2021,sell,-
,datetime,position,amount
0,Mon Sep 20 09:27:49 2021,none,852.9902355
,datetime,position,amount
0,Mon Sep 20 09:29:09 2021,sell,-
,datetime,position,amount
0,Mon Sep 20 11:34:30 2021,none,909.27278348
,datetime,position,amount
0,Mon Sep 20 12:12:54 2021,sell,-
,datetime,position,amount
0,Mon Sep 20 16:34:32 2021,none,984.59160985
,datetime,position,amount
0,Mon Sep 20 17:09:55 2021,sell,-
,datetime,position,amount
0,Mon Sep 20 17:12:05 2021,none,982.44269927
,datetime,position,amount
0,Mon Sep 20 17:13:25 2021,sell,-
,datetime,position,amount
0,Mon Sep 20 21:38:58 2021,none,1243.07639954
,datetime,position,amount
0,Mon Sep 20 21:43:18 2021,sell,-
,datetime,position,amount
0,Tue Sep 21 23:41:22 2021,none,1199.88518138
,datetime,position,amount
0,Wed Sep 22 00:01:53 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 00:04:03 2021,none,1202.82422865
,datetime,position,amount
0,Wed Sep 22 00:06:24 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 01:12:47 2021,none,1144.11360533
,datetime,position,amount
0,Wed Sep 22 02:28:24 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 02:30:34 2021,none,1156.97167575
,datetime,position,amount
0,Wed Sep 22 03:15:58 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 03:29:09 2021,none,1200.45188717
,datetime,position,amount
0,Wed Sep 22 05:07:38 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 05:08:48 2021,none,1211.33595651
,datetime,position,amount
0,Wed Sep 22 06:44:27 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 06:57:38 2021,none,1274.03665308
,datetime,position,amount
0,Wed Sep 22 06:59:59 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 07:01:09 2021,none,1281.71837065
,datetime,position,amount
0,Wed Sep 22 07:02:29 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 07:03:39 2021,none,1281.76719555
,datetime,position,amount
0,Wed Sep 22 08:13:15 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 08:15:25 2021,none,1281.56565218
,datetime,position,amount
0,Wed Sep 22 08:28:46 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 08:29:56 2021,none,1300.074758
,datetime,position,amount
0,Wed Sep 22 08:48:18 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 08:49:28 2021,none,1325.44534128
,datetime,position,amount
0,Wed Sep 22 08:53:49 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 08:56:59 2021,none,1315.4869785
,datetime,position,amount
0,Wed Sep 22 08:59:20 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 09:35:33 2021,none,1320.34429482
,datetime,position,amount
0,Wed Sep 22 09:56:56 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 09:58:06 2021,none,1323.12359862
,datetime,position,amount
0,Wed Sep 22 09:59:26 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 10:01:36 2021,none,1353.2691004
,datetime,position,amount
0,Wed Sep 22 10:02:57 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 13:02:13 2021,none,1162.81140385
,datetime,position,amount
0,Wed Sep 22 21:12:54 2021,sell,-
,datetime,position,amount
0,Wed Sep 22 21:14:04 2021,none,1148.19340003
